id;code_cec;libelle_cec;arrondissement;departement;region
1;CEAL53;ABAM;DZENG;NYONG ET SO'O;CENTRE
2;CE4935;ABANG;MFOU;MEFOU ET AFAMBA;CENTRE
3;CE2602;ABANG I;DZENG;NYONG ET SO'O;CENTRE
4;CE6112;ABANGA;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
5;CE5602;ABANG-BETSENGA;NGOMEDZAP;NYONG ET SO'O;CENTRE
6;NW4202;ABAR;FONGUM;MENCUM;NORTH-WEST
7;ENAL01;ABASSOUNIT;HILE ALIFA;DIAMARE;EXTREME-NORD
8;SW1702;ABAT;EYUMUDJOCK;MANYU;SUD-OUEST
9;NW1102;ABEBUNG;NGIE;MOMO;NORTH-WEST
10;NW4102;ABEGUM;WIDIKUM-MENKA;MOMO;NORTH-WEST
11;CE1302;ABEM;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
12;CE4902;ABEMBE I;MFOU;MEFOU ET AFAMBA;CENTRE
13;CE7102;ABOM;SOA;MEFOU ET AFAMBA;CENTRE
14;CE7602;ABOM BABA;YAOUNDE V;MFOUNDI;CENTRE
15;CE7103;ABONDO;SOA;MEFOU ET AFAMBA;CENTRE
16;CE6602;ABONO;OBALA;LEKIE;CENTRE
17;EN3502;ABOUDANGALA;MAKARY;DIAMARE;EXTREME-NORD
18;EN3503;ABOUKOUSS KAWALME;MAKARY;DIAMARE;EXTREME-NORD
19;ES1802;ABOUMADJALI;DIANG;LOM ET DJEREM;EST
20;NW2402;ABUH;FUNDONG;BOYO;NORTH-WEST
21;NW2302;ABUTT;BUM;BOYO;NORTH-WEST
22;NW2809;ACHA TUGI;MBENGWI;MOMO;NORTH-WEST
23;EN3102;ADJAINE;KOUSSERI;DIAMARE;EXTREME-NORD
24;ES3302;ADJALA;MOULOUNDO;BOUMBA ET NGOKO;EST
25;NW2403;ADUK;FUNDONG;BOYO;NORTH-WEST
26;CE5603;ADZAP;NGOMEDZAP;NYONG ET SO'O;CENTRE
27;EN3504;AFADE;MAKARY;DIAMARE;EXTREME-NORD
28;CE7402;AFANOYOA I;YAOUNDE III;MFOUNDI;CENTRE
29;CE7412;AFANOYOA III;YAOUNDE III;MFOUNDI;CENTRE
30;CE7403;AFANOYOA IV;YAOUNDE III;MFOUNDI;CENTRE
31;SW1703;AFAP;EYUMUDJOCK;MANYU;SUD-OUEST
32;SW1704;AGBORKEM;EYUMUDJOCK;MANYU;SUD-OUEST
33;NW1302;AGYATI-BAFUT;BAFUT;MEZAM;NORTH-WEST
34;CEAL34;AHALA II;YAOUNDE III;MFOUNDI;CENTRE
35;CE7404;AHALA I;YAOUNDE III;MFOUNDI;CENTRE
36;EN4320;AISSA HARDE;MORA;MAYO-SAVA;EXTREME-NORD
37;SW1705;AJAYUKNDIP;EYUMUDJOCK;MANYU;SUD-OUEST
38;NW2404;AJUNG;FUNDONG;BOYO;NORTH-WEST
39;CE2902;AKAK;ELIG-MFOMO;LEKIE;CENTRE
40;CE7104;AKAK II;SOA;MEFOU ET AFAMBA;CENTRE
41;NW2303;AKEH;BUM;BOYO;NORTH-WEST
42;CE1303;AKEKAS;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
43;NW1001;AKO COUNCIL;AKO;DONGA-MANTUNG;NORTH-WEST
44;CE1102;AKOEMAN;AKOEMAN;NYONG ET SO'O;CENTRE
45;CE3802;AKOK;LOBO;LEKIE;CENTRE
46;ES1203;AKOK-MAKA;ATOK;HAUT-NYONG;EST
47;CE4602;AKOLO;MENGANG;NYONG ET MFOUMOU;CENTRE
48;CE4203;AKOM NYADA;MBALMAYO;NYONG ET SO'O;CENTRE
49;CE4204;AKOMETAM;MBALMAYO;NYONG ET SO'O;CENTRE
50;CE6802;AKOMKADA;ASSAMBA;MEFOU ET AFAMBA;CENTRE
51;CE5604;AKONGO III;NGOMEDZAP;NYONG ET SO'O;CENTRE
52;CE4925;AKOUMBOU;MFOU;MEFOU ET AFAMBA;CENTRE
53;NW4002;AKU FUN GABAH;TUBAH;MEZAM;NORTH-WEST
54;NW2502;AKUM;FRU-AWA;MENCUM;NORTH-WEST
55;NW3902;AKUM;SANTA;MEZAM;NORTH-WEST
56;LT1502;AKWA;DOUALA I;WOURI;LITTORAL
57;SW1706;AKWA;EYUMUDJOCK;MANYU;SUD-OUEST
58;SW2002;AKWA;ISANGELE;NDIAN;SUD-OUEST
59;LT1503;AKWA NORD;DOUALA I;WOURI;LITTORAL
60;NW1002;AKWAJA;AKO;DONGA-MANTUNG;NORTH-WEST
61;SW1001;AKWAYA COUNCIL;AKWAYA;MANYU;SUD-OUEST
62;NW1003;AKWESSE;AKO;DONGA-MANTUNG;NORTH-WEST
63;NW3002;AKWETO;MISAJE;DONGA-MANTUNG;NORTH-WEST
64;ES2602;ALAT-MAKAYE;LOMIE;HAUT-NYONG;EST
65;AD1102;ALLAT;BANYO;MAYO-BANYO;ADAMAOUA
66;AD2902;ALLAT-MENGACK;TIBATI;DJEREM;ADAMAOUA
67;AD1810;ALME;MAYO-BALEO;FARO ET DEO;ADAMAOUA
68;SW1101;ALOU COUNCIL;ALOU;LEBIALEM;SUD-OUEST
69;NW1902;AMBO;BATIBO;MOMO;NORTH-WEST
70;EN3103;AMCHEDIRE;KOUSSERI;DIAMARE;EXTREME-NORD
71;EN3505;AMCHILGA;MAKARY;DIAMARE;EXTREME-NORD
72;EN2002;AMDANE;GOULFEY;DIAMARE;EXTREME-NORD
73;EN2003;AMFARA;GOULFEY;DIAMARE;EXTREME-NORD
74;ESAL30;AMINEMEKOUND;NGUELEMENDOUGA;HAUT-NYONG;EST
75;EN3506;AMSABANG;MAKARY;DIAMARE;EXTREME-NORD
76;NW1101;ANDEK COUNCIL;NGIE;MOMO;NORTH-WEST
77;ES1803;ANDOM;DIANG;LOM ET DJEREM;EST
78;CE1304;ANDOM YEMBAMA;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
79;CE7117;ANDON;SOA;MEFOU ET AFAMBA;CENTRE
80;CEAL31;ANGON I;MBANKOMO;MEFOU ET AKONO;CENTRE
81;CE4533;ANGON II;MBANKOMO;MEFOU ET AKONO;CENTRE
82;CE4503;ANGONGA;MBANKOMO;MEFOU ET AKONO;CENTRE
83;ESALF2;ANGOSSAS VILLE;ANGOSSAS;HAUT-NYONG;EST
84;NW2002;ANYAJUA;BELO;BOYO;NORTH-WEST
85;SW1103;ANYA-LEWOH;ALOU;LEBIALEM;SUD-OUEST
86;CEAL21;ANYOUGOM I;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
87;OU3402;APOUH;FONGO TONGO;MENOUA;OUEST
88;LT2207;APPOUH;EDEA I;SANAGA-MARITIME;LITTORAL
89;NW1903;ASHONG;BATIBO;MOMO;NORTH-WEST
90;CE2102;ASSALA I;BOKITO;MBAM ET INOUBOU;CENTRE
91;SW1002;ASSAM;AKWAYA;MANYU;SUD-OUEST
92;CE5605;ASSIE;NGOMEDZAP;NYONG ET SO'O;CENTRE
93;EN4602;ASSIGHASSIA;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
94;CE2603;ASSOK;DZENG;NYONG ET SO'O;CENTRE
95;CE1336;ASSOM III;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
96;OU4819;ASSONG FONDONERA;SANTCHOU;MENOUA;OUEST
97;CE2604;ATEGA;DZENG;NYONG ET SO'O;CENTRE
98;CE1305;ATHE;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
99;ES2802;ATSIEK;MBANG;KADEY;EST
100;AD1002;ATTA;BANKIM;MAYO-BANYO;ADAMAOUA
101;CE6302;AVANGANE;NKOTENG;HAUTE SANAGA;CENTRE
102;CE6202;AWAE;NKOLMETET;NYONG ET SO'O;CENTRE
103;CE4903;AWAE IV;MFOU;MEFOU ET AFAMBA;CENTRE
104;CEAL19;AWAE IV;AWAE;MEFOU ET AFAMBA;CENTRE
105;NW3903;AWING;SANTA;MEZAM;NORTH-WEST
106;CE2605;AYANT;DZENG;NYONG ET SO'O;CENTRE
107;SW1707;AYUKABA;EYUMUDJOCK;MANYU;SUD-OUEST
108;ESAL63;AZOUMEKOUT;NGUELEMENDOUGA;HAUT-NYONG;EST
109;NW1202;BABA1;BABESSI;NGOKETUNJIA;NORTH-WEST
110;NW3904;BABA2;SANTA;MEZAM;NORTH-WEST
111;OU1002;BABADJOU CHEFFERIE;BABADJOU;BAMBOUTOS;OUEST
112;OU4402;BABATE KING PLACE;MBOUDA;BAMBOUTOS;OUEST
113;NW1201;BABESSI COUNCIL;BABESSI;NGOKETUNJIA;NORTH-WEST
114;OU4403;BABETE IATET;MBOUDA;BAMBOUTOS;OUEST
115;OU49;BABITCHOUA;TONGA;MIFI;OUEST
116;OU2402;BABOATE;BANKA;HAUT NKAM;OUEST
117;OU1102;BABONE;BAFANG;HAUT NKAM;OUEST
118;SW1708;BABONG;EYUMUDJOCK;MANYU;SUD-OUEST
119;OU1902;BABOUANTOU CHEFFERIE;BANDJA;HAUT NKAM;OUEST
120;OU1702;BABOUM;BAMENDJOU;HAUTS PLATEAUX;OUEST
121;OU1103;BABOUTCHA – NINTCHEU;BAFANG;HAUT NKAM;OUEST
122;OU1602;BABOUTCHA-FONGANG;BAKOU;HAUT NKAM;OUEST
123;OU1104;BABOUTCHEU - NGALEU;BAFANG;HAUT NKAM;OUEST
124;SW3502;BABUBOCK;NGUTI;KUPE / MUANENGUBA;SUD-OUEST
125;NW1203;BABUNGO;BABESSI;NGOKETUNJIA;NORTH-WEST
126;LT1602;BABYLONE;DOUALA II;WOURI;LITTORAL
127;SW3702;BACHUO-AKAGBE;UPPER BANYANG;MANYU;SUD-OUEST
128;ES2302;BADAN;GAROUA-BOULAI;LOM ET DJEREM;EST
129;OU2702;BADENGANG;BATCHAM;BAMBOUTOS;OUEST
130;OUAL99;BADENKOP CHEFFERIE;BANGOU;HAUTS PLATEAUX;OUEST
131;OU2112;BADIANGSEU;BANGANGTE;MIFI;OUEST
132;OU4702;BADJAHANG;PENKA-MICHEL;MENOUA;OUEST
133;CE4802;BADJOP;MESSONDO;NYONG ET KELLE;CENTRE
134;LT2503;BADJOUNGUE;MANJO;MOUNGO;LITTORAL
135;OUAL98;BADJUPA;BAMENDJOU;HAUTS PLATEAUX;OUEST
136;AD2102;BADOGODO;MEIGANGA;MBERE;ADAMAOUA
137;OUALF4;BADOUMKA;BANKA;HAUT NKAM;OUEST
138;OU1802;BADOUMKASSA;BANA;HAUT NKAM;OUEST
139;OU1803;BADOUMLA;BANA;HAUT NKAM;OUEST
140;OU4902;BADOUNGA;TONGA;MIFI;OUEST
141;OU4631;BADZIFENG;NKONG-NI;MENOUA;OUEST
142;OU4404;BAFACDJUI;MBOUDA;BAMBOUTOS;OUEST
143;OUAL97;BAFAMGOUM;BANGOU;HAUTS PLATEAUX;OUEST
144;OU1105;BAFANG - VILLAGE;BAFANG;HAUT NKAM;OUEST
145;NW1502;BAFANJI;BALIKUMBAT;NGOKETUNJIA;NORTH-WEST
146;SW3402;BAFIA TOWN;MUYUKA;FAKO;SUD-OUEST
147;OU4604;BAFOU DOUMBOUO;NKONG-NI;MENOUA;OUEST
148;OUAL03;BAFOU KING-PLACE;NKONG-NI;MENOUA;OUEST
149;OU4606;BAFOU PASTORAL;NKONG-NI;MENOUA;OUEST
150;OUAL04;BAFOU-BASSESSA;NKONG-NI;MENOUA;OUEST
151;AD2306;BAFOUCK;NGAOUI;MBERE;ADAMAOUA
152;OU4605;BAFOU-LATSUET;NKONG-NI;MENOUA;OUEST
153;OU4405;BAFOUNDA KING PLACE;MBOUDA;BAMBOUTOS;OUEST
154;OU1203;BAFOUSSAM CHEFFERIE;BAFOUSSAM I;MIFI;OUEST
155;NW1301;BAFUT COUNCIL;BAFUT;MEZAM;NORTH-WEST
156;EN1102;BAGALAF;BOGO;DIAMARE;EXTREME-NORD
157;OU3702;BAGAM CHEFFERIE;GALIM;BAMBOUTOS;OUEST
158;AD1302;BAGODO;DIR;MBERE;ADAMAOUA
159;OUAL96;BAHIALA;BANGOU;HAUTS PLATEAUX;OUEST
160;OUAL95;BAHIALA CHEFFERIE;BAHAM;HAUTS PLATEAUX;OUEST
161;OU1703;BAHOUANG KP;BAMENDJOU;HAUTS PLATEAUX;OUEST
162;OU2103;BAHOUOC;BANGANGTE;MIFI;OUEST
163;OU3602;BAIGOM;FOUMBOT;NOUN;OUEST
164;SW3102;BAIKUKE;MBONGE;MEME;SUD-OUEST
165;OUAL01;BAKANGOU;BANGOU;HAUTS PLATEAUX;OUEST
166;AD1202;BAKARI BATA;BELEL;VINA;ADAMAOUA
167;OU1804;BAKASSA;BANA;HAUT NKAM;OUEST
168;LT1002;BAKEM;BARE;MOUNGO;LITTORAL
169;OU4706;BAKENG;PENKA-MICHEL;MENOUA;OUEST
170;CE2103;BAKOA;BOKITO;MBAM ET INOUBOU;CENTRE
171;OUAL16;BAKONG;BAZOU;MIFI;OUEST
172;LT3102;BAKOUA;NDOBIAN;NKAM;LITTORAL
173;OU4406;BAKOUOTIO-KOPTESE;MBOUDA;BAMBOUTOS;OUEST
174;LT2107;BAKWAT;EBONE;MOUNGO;LITTORAL
175;OU1607;BALACK IOUM II;BAKOU;HAUT NKAM;OUEST
176;OU1904;BALAFI;BANDJA;HAUT NKAM;OUEST
177;OUALF3;BALAKO-NDOUNGOM;BANDJA;HAUT NKAM;OUEST
178;OU4420;BALALOUM;MBOUDA;BAMBOUTOS;OUEST
179;CE2104;BALAMBA I;BOKITO;MBAM ET INOUBOU;CENTRE
180;CE2105;BALAMBA II;BOKITO;MBAM ET INOUBOU;CENTRE
181;OUAL94;BALAMBO;BANGOU;HAUTS PLATEAUX;OUEST
182;OUALF1;BALATCHI;MBOUDA;BAMBOUTOS;OUEST
183;OU4407;BALATCHI BAMAKA;MBOUDA;BAMBOUTOS;OUEST
184;OU4408;BALATCHI KING PLACE;MBOUDA;BAMBOUTOS;OUEST
185;OUALF7;BALATSIT I;BAMENDJOU;HAUTS PLATEAUX;OUEST
186;OUAL93;BALATSIT II;BAMENDJOU;HAUTS PLATEAUX;OUEST
187;EN3802;BALAZA-ALKALI;MAROUA III;DIAMARE;EXTREME-NORD
188;EN3803;BALAZA-LAWANE;MAROUA III;DIAMARE;EXTREME-NORD
189;EN1103;BALDA;BOGO;DIAMARE;EXTREME-NORD
190;EN4302;BALDAMA;MORA;MAYO-SAVA;EXTREME-NORD
191;OU4802;BALE;SANTCHOU;MENOUA;OUEST
192;OU4704;BALEFOCK;PENKA-MICHEL;MENOUA;OUEST
193;OU2703;BALEGHANG BATCHAM;BATCHAM;BAMBOUTOS;OUEST
194;OU3218;BALEGHO;DSCHANG;MENOUA;OUEST
195;OU4621;BALEKOUET;NKONG-NI;MENOUA;OUEST
196;OU3802;BALEMBO;KEKEM;HAUT NKAM;OUEST
197;OU1108;BALEN;BAFANG;HAUT NKAM;OUEST
198;OU2704;BALENA;BATCHAM;BAMBOUTOS;OUEST
199;OU3003;BALENGOU CENTRE;BAZOU;MIFI;OUEST
200;OU1003;BALEPO;BABADJOU;BAMBOUTOS;OUEST
201;OU4705;BALESSING-CHEFFERIE;PENKA-MICHEL;MENOUA;OUEST
202;OU4626;BALETET;NKONG-NI;MENOUA;OUEST
203;OUAL05;BALEVENG- BANZA;NKONG-NI;MENOUA;OUEST
204;OU4608;BALEVENG- CENTRE;NKONG-NI;MENOUA;OUEST
205;NW1401;BALI COUNCIL;BALI;MEZAM;NORTH-WEST
206;NW1503;BALI GASHU;BALIKUMBAT;NGOKETUNJIA;NORTH-WEST
207;CE6902;BALIAMA;OMBESSA;MBAM ET INOUBOU;CENTRE
208;OUAL82;BALIG;BANGOU;HAUTS PLATEAUX;OUEST
209;NW3905;BALIGHAM;SANTA;MEZAM;NORTH-WEST
210;NW1501;BALIKUMBAT COUNCIL;BALIKUMBAT;NGOKETUNJIA;NORTH-WEST
211;SW1004;BALLIN;AKWAYA;MANYU;SUD-OUEST
212;CE6603;BALLONG;BATSHENGA;LEKIE;CENTRE
213;OU1905;BALOUM;BANDJA;HAUT NKAM;OUEST
214;OU4706;BALOUM-CHEFFERIE;PENKA-MICHEL;MENOUA;OUEST
215;OUAL81;BALOUMGOU;BANGOU;HAUTS PLATEAUX;OUEST
216;NW3104;BAMALI KING PALACE;NDOP;NGOKETUNJIA;NORTH-WEST
217;NW3105;BAMBALANG;NDOP;NGOKETUNJIA;NORTH-WEST
218;OU4707;BAMBI;PENKA-MICHEL;MENOUA;OUEST
219;NW4003;BAMBILI;TUBAH;MEZAM;NORTH-WEST
220;SW3103;BAMBOKO;MBONGE;MEME;SUD-OUEST
221;OU2705;BAMEBORO;BATCHAM;BAMBOUTOS;OUEST
222;OU4709;BAMEDOU I KP;PENKA-MICHEL;MENOUA;OUEST
223;OU4710;BAMEDOU II;PENKA-MICHEL;MENOUA;OUEST
224;OU4711;BAMEDOU III;PENKA-MICHEL;MENOUA;OUEST
225;OU3302;BAMEGWOU;FOKOUE;MENOUA;OUEST
226;OUAL80;BAMEKA K.P;BAMENDJOU;HAUTS PLATEAUX;OUEST
227;OU4410;BAMEKOMBO KING PLACE;MBOUDA;BAMBOUTOS;OUEST
228;OU4609;BAMELIEU;NKONG-NI;MENOUA;OUEST
229;OU1004;BAMELO;BABADJOU;BAMBOUTOS;OUEST
230;OU2104;BAMENA;BANGANGTE;MIFI;OUEST
231;NW0100;BAMENDA CITY COUNCIL;BAMENDA II;MEZAM;NORTH-WEST
232;NW1601;BAMENDA I COUNCIL;BAMENDA I;MEZAM;NORTH-WEST
233;NW2501;BAMENDA II COUNCIL;BAMENDA II;MEZAM;NORTH-WEST
234;NW1801;BAMENDAIII COUNCIL;BAMENDA III;MEZAM;NORTH-WEST
235;NW1602;BAMENDA-NKWE HEALTH CENTER;BAMENDA I;MEZAM;NORTH-WEST
236;OU4411;BAMENDJINDA KING PLACE;MBOUDA;BAMBOUTOS;OUEST
237;OU4412;BAMENDJINDA IATET;MBOUDA;BAMBOUTOS;OUEST
238;OU3703;BAMENDJING;GALIM;BAMBOUTOS;OUEST
239;OUAL92;BAMENDJO;BAHAM;HAUTS PLATEAUX;OUEST
240;OU4413;BAMENDJO KING PALACE;MBOUDA;BAMBOUTOS;OUEST
241;OU1706;BAMENDJOU CHEFFERIE;BAMENDJOU;HAUTS PLATEAUX;OUEST
242;OU4722;BAMENDOU IEO;PENKA-MICHEL;MENOUA;OUEST
243;OU4712;BAMENDOU METCHOU;PENKA-MICHEL;MENOUA;OUEST
244;OUAL11;BAMENDZI II;BAFOUSSAM I;MIFI;OUEST
245;OU3803;BAMENGUI;KEKEM;HAUT NKAM;OUEST
246;OU3704;BAMENYAM;GALIM;BAMBOUTOS;OUEST
247;OU1005;BAMEPA`AH;BABADJOU;BAMBOUTOS;OUEST
248;NW3106;BAMESSING;NDOP;NGOKETUNJIA;NORTH-WEST
249;OUAL91;BAMESSING;BAMENDJOU;HAUTS PLATEAUX;OUEST
250;OU4415;BAMESSINGUE KING PALACE;MBOUDA;BAMBOUTOS;OUEST
251;OU4414;BAMESSINGUE TOUMAKA;MBOUDA;BAMBOUTOS;OUEST
252;OU4416;BAMESSO KING PALACE;MBOUDA;BAMBOUTOS;OUEST
253;OUAL90;BAMETCHE-FODOM;BANGOU;HAUTS PLATEAUX;OUEST
254;OUAL89;BAMETCHETCHA;BANGOU;HAUTS PLATEAUX;OUEST
255;OU2706;BAMETIM;BATCHAM;BAMBOUTOS;OUEST
256;OU4723;BAMETO;PENKA-MICHEL;MENOUA;OUEST
257;OU4417;BAMOGO BAMENDJO;MBOUDA;BAMBOUTOS;OUEST
258;OUAL88;BAMOHIE;BAMENDJOU;HAUTS PLATEAUX;OUEST
259;OU2707;BAMOUGONG CHEFFERIE;BATCHAM;BAMBOUTOS;OUEST
260;OU1410;BAMOUGOUM KP;BAFOUSSAM III;MIFI;OUEST
261;SW4002;BAMUMBU;WABANE;LEBIALEM;SUD-OUEST
262;NW3107;BAMUMKUMBIT;BALIKUMBAT;NGOKETUNJIA;NORTH-WEST
263;SW1201;BAMUSSO COUNCIL;BAMUSSO;NDIAN;SUD-OUEST
264;OU1805;BANA CHEFFERIE;BANA;HAUT NKAM;OUEST
265;AD1003;BANDAM;BANKIM;MAYO-BANYO;ADAMAOUA
266;OU1903;BANDEGLA;BANDJA;HAUT NKAM;OUEST
267;OU1303;BANDENG;BAFOUSSAM II;MIFI;OUEST
268;OU1906;BANDJA CHEFFERIE;BANDJA;HAUT NKAM;OUEST
269;ES1302;BANDONGOUE;BATOURI;KADEY;EST
270;OU3304;BANDOUM-NDOUNDE;FOKOUE;MENOUA;OUEST
271;OU2902;BANDREFAM CHEFFERIE;BAYANGAM;KOUNG KHI;OUEST
272;OU1205;BANEFO BAFOUSSAM;BAFOUSSAM I;MIFI;OUEST
273;OU1304;BANEFO MIFI;BAFOUSSAM II;MIFI;OUEST
274;OU2113;BANEKANE;BANGANGTE;MIFI;OUEST
275;OU1206;BANENGO VILLE;BAFOUSSAM I;MIFI;OUEST
276;OU4713;BANENSSINTSIT;PENKA-MICHEL;MENOUA;OUEST
277;OU2404;BANFEKO;BANKA;HAUT NKAM;OUEST
278;OU2405;BANFELOUK;BANKA;HAUT NKAM;OUEST
279;LT3202;BANG;NDOM;SANAGA-MARITIME;LITTORAL
280;SW2602;BANGA;KUMBA III;MEME;SUD-OUEST
281;OUAL79;BANGAM CHEFFERIE;BAMENDJOU;HAUTS PLATEAUX;OUEST
282;EN2202;BANGANA;GUERE;MAYO-DANAY;EXTREME-NORD
283;OU2708;BANGANG CHEFFERIE;BATCHAM;BAMBOUTOS;OUEST
284;OU2102;BANGANG FOKAM;BANGANGTE;MIFI;OUEST
285;OU3109;BANGANG FONDJI;DJEBEM;KOUNG KHI;OUEST
286;OU2105;BANGANGTE CHEFFERIE;BANGANGTE;MIFI;OUEST
287;SW1301;BANGEM COUNCIL;BANGEM;KUPE / MUANENGUBA;SUD-OUEST
288;NW1204;BANGOLAN;BABESSI;NGOKETUNJIA;NORTH-WEST
289;CE2402;BANGONG;DEUK;MBAM ET INOUBOU;CENTRE
290;AL87;BANGOU CHEFFERIE;BANGOU;HAUTS PLATEAUX;OUEST
291;OU2106;BANGOUA;BANGANGTE;MIFI;OUEST
292;OU2107;BANGOULAP;BANGANGTE;MIFI;OUEST
293;OU2709;BANGOUO;BATCHAM;BAMBOUTOS;OUEST
294;OU2302;BANGOURAIN CHEFFERIE;BANGOURAIN;NOUN;OUEST
295;LT1802;BANGUE;DOUALA V;WOURI;LITTORAL
296;ES4202;BANGUE;YOKADOUMA;BOUMBA ET NGOKO;EST
297;OU1907;BANGUEKA;BANDJA;HAUT NKAM;OUEST
298;OUAL86;BANKA;BAHAM;HAUTS PLATEAUX;OUEST
299;OU2406;BANKA CHEFFERIE;BANKA;HAUT NKAM;OUEST
300;OU1603;BANKAMBE;BAKOU;HAUT NKAM;OUEST
301;OU3203;BANKI FOREKE DSCHANG;DSCHANG;MENOUA;OUEST
302;OU1106;BANKONDJI;BAFANG;HAUT NKAM;OUEST
303;OU1908;BANKOP;BANDJA;HAUT NKAM;OUEST
304;OU1909;BANO;BANDJA;HAUT NKAM;OUEST
305;OU4715;BANOCK;PENKA-MICHEL;MENOUA;OUEST
306;OU4716;BANSOA I;PENKA-MICHEL;MENOUA;OUEST
307;OU4717;BANSOA II;PENKA-MICHEL;MENOUA;OUEST
308;OU4724;BANSOA III;PENKA-MICHEL;MENOUA;OUEST
309;NW3702;BANTEN;NKUM;BUI;NORTH-WEST
310;OU2108;BANTOUM I;BANGANGTE;MIFI;OUEST
311;OU2114;BANTOUM III;BANGANGTE;MIFI;OUEST
312;ES1303;BANYO II;BATOURI;KADEY;EST
313;EN4905;BAOU;SOULEDE-ROUA;MAYO-TSANAGA;EXTREME-NORD
314;OUAL85;BAPA CHEFFERIE;BANGOU;HAUTS PLATEAUX;OUEST
315;OUAL84;BAPENG;BAMENDJOU;HAUTS PLATEAUX;OUEST
316;OUAL13;BAPI;BAFOUSSAM II;MIFI;OUEST
317;OU2503;BAPOUNGUE;BANWA;HAUT NKAM;OUEST
318;NW4103;BARAKA;WIDIKUM-MENKA;MOMO;NORTH-WEST
319;LT1003;BAREHOCK;BARE;MOUNGO;LITTORAL
320;EN2402;BARGARAM;HILE ALIFA;DIAMARE;EXTREME-NORD
321;EN2308;BARLANG;DZIGUILAO;MAYO-KANI;EXTREME-NORD
322;SW2202;BARRACKS;KOMBO-ITINDI;NDIAN;SUD-OUEST
323;SW3902;BASENG;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
324;LT1702;BASSA- IOGBABA;DOUALA III;WOURI;LITTORAL
325;OU2602;BASSAMBA;BASSAMBA;MIFI;OUEST
326;OU1107;BASSAP;BAFANG;HAUT NKAM;OUEST
327;OU1402;BASSE;BAFOUSSAM III;MIFI;OUEST
328;OU4611;BASSESSA-FOTSA;NKONG-NI;MENOUA;OUEST
329;OU4628;BASSESSA-MVOUH;NKONG-NI;MENOUA;OUEST
330;OU4718;BASSOSSIA;PENKA-MICHEL;MENOUA;OUEST
331;OU1806;BATCHA;BANA;HAUT NKAM;OUEST
332;OU2711;BATCHAM BATCHUETIO;BATCHAM;BAMBOUTOS;OUEST
333;OU2710;BATCHAM CHEFFERIE;BATCHAM;BAMBOUTOS;OUEST
334;OUALF8;BATCHAVEU;BAMENDJOU;HAUTS PLATEAUX;OUEST
335;OU4719;BATCHEU;PENKA-MICHEL;MENOUA;OUEST
336;OU1910;BATCHEU (BABOUANTOU);BANDJA;HAUT NKAM;OUEST
337;OU2109;BATCHINGOU;BANGANGTE;MIFI;OUEST
338;OU1911;BATCHITCHEU;BANDJA;HAUT NKAM;OUEST
339;OU1912;BATCHITCHEU (FONDANTI);BANDJA;HAUT NKAM;OUEST
340;OU2408;BATCHO;BANKA;HAUT NKAM;OUEST
341;OUAL78;BATCHOUM;BAMENDJOU;HAUTS PLATEAUX;OUEST
342;OUAL77;BATCHUNKANG;BAMENDJOU;HAUTS PLATEAUX;OUEST
343;OU3705;BATI;GALIM;BAMBOUTOS;OUEST
344;NW1901;BATIBO COUNCIL;BATIBO;MOMO;NORTH-WEST
345;SW2802;BATOKE;LIMBE II;FAKO;SUD-OUEST
346;LT2203;BATOMBE;EDEA I;SANAGA-MARITIME;LITTORAL
347;OUAL76;BATOSSOUO;BAHAM;HAUTS PLATEAUX;OUEST
348;AD2103;BATOUA GODOLE;MEIGANGA;MBERE;ADAMAOUA
349;OU2903;BATOUFAM CHEFFERIE;BAYANGAM;KOUNG KHI;OUEST
350;OU1913;BATOULA (BABOUANTOU);BANDJA;HAUT NKAM;OUEST
351;OUALF9;BATOUNTA;BAMENDJOU;HAUTS PLATEAUX;OUEST
352;NW14O2;BAWOCK KING PALACE;BALI;MEZAM;NORTH-WEST
353;OU2904;BAYANGAM CHEFFERIE;BAYANGAM;KOUNG KHI;OUEST
354;AD1203;BAYARA;BELEL;VINA;ADAMAOUA
355;OUALF14;BAYE;BAFOUSSAM II;MIFI;OUEST
356;NW1802;BAYELLE MANDA;BAMENDA III;MEZAM;NORTH-WEST
357;CE3602;BAYOMEN;KON-YAMBETTA;MBAM ET INOUBOU;CENTRE
358;LT1005;BAYON;BARE;MOUNGO;LITTORAL
359;OU3804;BAYON;KEKEM;HAUT NKAM;OUEST
360;ES2102;BAYONG;DOUME;HAUT-NYONG;EST
361;OU4612;BAZEMTO;NKONG-NI;MENOUA;OUEST
362;SW4003;BECHATI;WABANE;LEBIALEM;SUD-OUEST
363;CE2502;BEDA;DIBANG;NYONG ET KELLE;CENTRE
364;CE2106;BEGNI;BOKITO;MBAM ET INOUBOU;CENTRE
365;ES2902;BEGOND;MBOMA;HAUT-NYONG;EST
