id;code_cec;libelle_cec;arrondissement;departement;region
2180;ESALF4;NDEMBO II;MANDJOU;LOM ET DJEREM;EST
2181;LT3225;NDEME;NYANON;SANAGA-MARITIME;LITTORAL
2182;OU3219;NDENKOP;DSCHANG;MENOUA;OUEST
2183;OUAL71;NDENTO;FONGO TONGO;MENOUA;OUEST
2184;OUAL12;NDIANGSO;BAFOUSSAM I;MIFI;OUEST
2185;CE1323;NDIBI;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2186;CE5303;NDIKI-VILLAGE;NDIKINIMIKI;MBAM ET INOUBOU;CENTRE
2187;CE5304;NDIKOKO;NDIKINIMIKI;MBAM ET INOUBOU;CENTRE
2188;CE6504;NDIMI;NTUI;MBAM ET KIM;CENTRE
2189;NW3606;NDIN;NONI;BUI;NORTH-WEST
2190;CE5404;NDITAM;NGAMBE TIKAR;MBAM ET KIM;CENTRE
2191;AD1106;NDI-WAWA;BANYO;MAYO-BANYO;ADAMAOUA
2192;EN3104;NDJAGARE;KOUSSERI;DIAMARE;EXTREME-NORD
2193;ES3703;NDJASSI;NGUELEBOK;KADEY;EST
2194;OUAL08;NDJILE;NKONG-NI;MENOUA;OUEST
2195;EN3527;NDJIMINI;MAKARY;DIAMARE;EXTREME-NORD
2196;OU4809;NDJINDJANG;SANTCHOU;MENOUA;OUEST
2197;LT3405;NDJOCKLOUMBE;NGWEI;SANAGA-MARITIME;LITTORAL
2198;CE7911;NDJOLE;YOKO;MBAM ET KIM;CENTRE
2199;CE5208;NDJOMBE;NANGA-EBOGO;HAUTE SANAGA;CENTRE
2200;CE1324;NDJONGMEDJAP;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2201;CE4302;NDJORE;MBANDJOCK;HAUTE SANAGA;CENTRE
2202;SW2303;NDO I;KONYE;MEME;SUD-OUEST
2203;LT1907;NDOBO;DOUALA IV;WOURI;LITTORAL
2204;LT3217;NDOG BABEM;NDOM;SANAGA-MARITIME;LITTORAL
2205;LT1710;NDOGBATI I;DOUALA III;WOURI;LITTORAL
2206;LT3226;NDOGBATOGUE;NYANON;SANAGA-MARITIME;LITTORAL
2207;LT1711;NDOGBONG;DOUALA V;WOURI;LITTORAL
2208;LT1730;NDOGHEM II;DOUALA III;WOURI;LITTORAL
2209;LT3218;NDOGLEM VILLAGE;NDOM;SANAGA-MARITIME;LITTORAL
2210;LT1716;NDOGPASSI III;DOUALA III;WOURI;LITTORAL
2211;LT1720;NDOGPASSI I;DOUALA III;WOURI;LITTORAL
2212;LT1719;NDOGPASSI III ZONE DE RECASEMENT;DOUALA III;WOURI;LITTORAL
2213;CE4801;NDOGUEN MEMEL;MESSONDO;NYONG ET KELLE;CENTRE
2214;LT2706;NDOH I;MBANGA;MOUNGO;LITTORAL
2215;OU4622;NDOH-DJUTTITSA;NKONG-NI;MENOUA;OUEST
2216;LT4304;NDOKBIAKAT;YINGUI;NKAM;LITTORAL
2217;CE5305;NDOKOBASSABEN;NDIKINIMIKI;MBAM ET INOUBOU;CENTRE
2218;CE5306;NDOKOBOU;NDIKINIMIKI;MBAM ET INOUBOU;CENTRE
2219;LT2206;NDOKOHI;EDEA I;SANAGA-MARITIME;LITTORAL
2220;CE5307;NDOKOHOK;NDIKINIMIKI;MBAM ET INOUBOU;CENTRE
2221;CE5308;NDOKOWANE;NDIKINIMIKI;MBAM ET INOUBOU;CENTRE
2222;LT3106;NDOKPO;YABASSI;NKAM;LITTORAL
2223;LT4305;NDOKTOUNA;YINGUI;NKAM;LITTORAL
2224;SW3905;NDOM;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
2225;LT3216;NDOM-CENTRE;NDOM;SANAGA-MARITIME;LITTORAL
2226;CE4303;NDO-MEKOMBA;MBANDJOCK;HAUTE SANAGA;CENTRE
2227;LT1404;NDONGA;DIZANGUE;SANAGA-MARITIME;LITTORAL
2228;CE4801;NDONG-LIEN;MESSONDO;NYONG ET KELLE;CENTRE
2229;CE4304;NDO-NKOTENG;MBANDJOCK;HAUTE SANAGA;CENTRE
2230;NW3101;NDOP COUNCIL;NDOP;NGOKETUNJIA;NORTH-WEST
2231;LTALF4;NDOTTORRONG;NDOBIAN;NKAM;LITTORAL
2232;CE1803;NDOUMBA;BIBEY;HAUTE SANAGA;CENTRE
2233;ES3509;NDOUMBA BELLO;NGOURA;LOM ET DJEREM;EST
2234;ES1403;NDOUMBA KANGA;BELABO;LOM ET DJEREM;EST
2235;ES1807;NDOUMBI I;DIANG;LOM ET DJEREM;EST
2236;CE2703;NDOUNDA;EBEBDA;LEKIE;CENTRE
2237;CE1325;NDOUNDOU;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2238;LT2106;NDOUNGUE;EBONE;MOUNGO;LITTORAL
2239;CE2509;NDOUPE;DIBANG;NYONG ET KELLE;CENTRE
2240;NW3201;NDU COUNCIL;NDU;DONGA-MANTUNG;NORTH-WEST
2241;CE2802;NDZANA;EDZENDOUAN;MEFOU ET AFAMBA;CENTRE
2242;CE4913;NDZIEFIDI;MFOU;MEFOU ET AFAMBA;CENTRE
2243;CE5105;NEGA;MONATELE;LEKIE;CENTRE
2244;EN3526;NEIRA;MAKARY;DIAMARE;EXTREME-NORD
2245;ES3008;NEMEYONG II;MESSAMENA;HAUT-NYONG;EST
2246;LT1608;NEW BELL;DOUALA II;WOURI;LITTORAL
2247;LT1609;NEW BELL BANDJOUN;DOUALA II;WOURI;LITTORAL
2248;LT1604;NEW BELL CONGO;DOUALA II;WOURI;LITTORAL
2249;LT1605;NEW BELL HAOUSSA;DOUALA II;WOURI;LITTORAL
2250;LT1712;NEW-TOWN AEROPORT;DOUALA II;WOURI;LITTORAL
2251;CE7611;NFANDENA-NTEM;YAOUNDE V;MFOUNDI;CENTRE
2252;CE7705;NFON-ALEN I;YAOUNDE VI;MFOUNDI;CENTRE
2253;CE7108;NGALI I;SOA;MEFOU ET AFAMBA;CENTRE
2254;CE7109;NGALI II;SOA;MEFOU ET AFAMBA;CENTRE
2255;CE1326;NGALLA;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2256;LT2813;NGAL-MBO;MELONG;MOUNGO;LITTORAL
2257;AD2114;NGAM;MEIGANGA;MBERE;ADAMAOUA
2258;CE5309;NGAMBETIKAR;NDIKINIMIKI;MBAM ET INOUBOU;CENTRE
2259;OU1610;NGANG;BAKOU;HAUT NKAM;OUEST
2260;CE1327;NGANGA;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2261;AD2209;NGANHA CHEFFERIE;NGANHA;VINA;ADAMAOUA
2262;AD2302;NGAOUI CHEFFERIE;NGAOUI;MBERE;ADAMAOUA
2263;AD2602;NGAOUSSAY;NGAOUNDERE II;VINA;ADAMAOUA
2264;EN3528;NGARDOUGOUM;MAKARY;DIAMARE;EXTREME-NORD
2265;ES2206;NGARESSO;GARI-GOMBO;BOUMBA ET NGOKO;EST
2266;EN3529;NGARKAWA ARABE;MAKARY;DIAMARE;EXTREME-NORD
2267;CE1405;NGAT;AWAE;MEFOU ET AFAMBA;CENTRE
2268;CE2614;NGAT I;DZENG;NYONG ET SO'O;CENTRE
2269;AD2908;NGATT;TIBATI;DJEREM;ADAMAOUA
2270;AD1004;NGATTI;BANKIM;MAYO-BANYO;ADAMAOUA
2271;AD2115;NGAZI;MEIGANGA;MBERE;ADAMAOUA
2272;CE5106;NGBABA II;MONATELE;LEKIE;CENTRE
2273;EN3531;NGIRE;MAKARY;DIAMARE;EXTREME-NORD
2274;EN5603;NGODENI;ZINA;DIAMARE;EXTREME-NORD
2275;LT1717;NGODI BAKOKO;DOUALA III;WOURI;LITTORAL
2276;LT2604;NGOG- MBOG;MASSOCK;SANAGA-MARITIME;LITTORAL
2277;CE2704;NGOKSA;EBEBDA;LEKIE;CENTRE
2278;LT2507;NGOL;MANJO;MOUNGO;LITTORAL
2279;LT1729;NGOMA;DOUALA III;WOURI;LITTORAL
2280;LT4105;NGOMPEM;POUMA;SANAGA-MARITIME;LITTORAL
2281;CE7609;NGONA;YAOUNDE V;MFOUNDI;CENTRE
2282;LT2404;NGONDO;LOUM;MOUNGO;LITTORAL
2283;EN3530;NGONFLA;MAKARY;DIAMARE;EXTREME-NORD
2284;LT2303;NGONGA;EDEA II;SANAGA-MARITIME;LITTORAL
2285;CE5006;NGO'O;MINTA;HAUTE SANAGA;CENTRE
2286;SW2203;NGOSSO;KOMBO-ITINDI;NDIAN;SUD-OUEST
2287;ES3408;NGOTTO;NDELELE;KADEY;EST
2288;OUAL70;NGOUANG;BAMENDJOU;HAUTS PLATEAUX;OUEST
2289;CE1328;NGOUBOU;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2290;OU3904;NGOUENJIN -GOUMBE;KOUOPTAMO;NOUN;OUEST
2291;OU3905;NGOUENJITAPON;KOUOPTAMO;NOUN;OUEST
2292;CE7912;NGOUETOU;YOKO;MBAM ET KIM;CENTRE
2293;OUAL69;NGOUGOUA;BAHAM;HAUTS PLATEAUX;OUEST
2294;EN3532;NGOUI I;MAKARY;DIAMARE;EXTREME-NORD
2295;CE3911;NGOUIMAKONG;MAKAK;NYONG ET KELLE;CENTRE
2296;CE3805;NGOULMAKONG;LOBO;LEKIE;CENTRE
2297;CE7605;NGOULMEKONG;YAOUNDE V;MFOUNDI;CENTRE
2298;ES3010;NGOULMEKONG;MESSAMENA;HAUT-NYONG;EST
2299;CE4915;NGOUM;MFOU;MEFOU ET AFAMBA;CENTRE
2300;EN1003;NGOUM;BLANGUOA;DIAMARE;EXTREME-NORD
2301;EN3533;NGOUMA;MAKARY;DIAMARE;EXTREME-NORD
2302;CE1104;NGOUMBOU;AKOEMAN;NYONG ET SO'O;CENTRE
2303;CE3912;NGOUMGOUM II;MAKAK;NYONG ET KELLE;CENTRE
2304;ES2207;NGOUNDI I;GARI-GOMBO;BOUMBA ET NGOKO;EST
2305;CE4105;NGOUNG;MATOMB;NYONG ET KELLE;CENTRE
2306;CEAL16;NGOUNGOUMOU;AFANLOUM;MEFOU ET AFAMBA;CENTRE
2307;CE7606;NGOUSSO;YAOUNDE V;MFOUNDI;CENTRE
2308;ES3702;NGOUTE;NGUELEBOK;KADEY;EST
2309;CE6715;NGOYA II;OKOLA;LEKIE;CENTRE
2310;ES3605;NGOYLA CENTRE;NGOYLA;HAUT-NYONG;EST
2311;CE1413;NGUEM;AWAE;MEFOU ET AFAMBA;CENTRE
2312;OU2504;NGUENGUE (BANWA-CENTRE);BANWA;HAUT NKAM;OUEST
2313;EN4611;NGUETCHEWE;MAYO MOSKOTA;MAYO-TSANAGA;EXTREME-NORD
2314;CE4801;NGUIBASSAL-KOMOL;MESSONDO;NYONG ET KELLE;CENTRE
2315;CE6505;NGUILA BABOUTE;NTUI;MBAM ET KIM;CENTRE
2316;ES3305;NGUILILI;MOULOUNDO;BOUMBA ET NGOKO;EST
2317;CE1406;NGUINDA-ENGONO;AWAE;MEFOU ET AFAMBA;CENTRE
2318;ES3808;NGUONG;NGUELEMENDOUGA;HAUT-NYONG;EST
2319;SW3906;NGUSI;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
2320;SW3501;NGUTI COUNCIL;NGUTI;KUPE / MUANENGUBA;SUD-OUEST
2321;NW2406;NGWAH;FUNDONG;BOYO;NORTH-WEST
2322;OU4812;NGWATTA;SANTCHOU;MENOUA;OUEST
2323;LT1908;NGWELE;DOUALA IV;WOURI;LITTORAL
2324;NW3302;NGWO;NJIKWA;MOMO;NORTH-WEST
2325;NW2806;NGYEN-MBO;MBENGWI;MOMO;NORTH-WEST
2326;NW1904;NGYEN-MUWAH;BATIBO;MOMO;NORTH-WEST
2327;CE2910;NIGA;ELIG-MFOMO;LEKIE;CENTRE
2328;ENALF2;NIGIAIWA;MAKARY;DIAMARE;EXTREME-NORD
2329;ES1806;NIKA;DIANG;LOM ET DJEREM;EST
2330;EN2005;NIMIA;GOULFEY;DIAMARE;EXTREME-NORD
2331;LT3220;NINDJE;NDOM;SANAGA-MARITIME;LITTORAL
2332;LT2814;NINONG;MELONG;MOUNGO;LITTORAL
2333;CE5007;NIO;MINTA;HAUTE SANAGA;CENTRE
2334;NW2807;NJAAH;MBENGWI;MOMO;NORTH-WEST
2335;NW2704;NJAVNYUY;KUMBO;BUI;NORTH-WEST
2336;SW3204;NJENACHA;FONTEM;LEBIALEM;SUD-OUEST
2337;CE1704;NJI;BATSHENGA;LEKIE;CENTRE
2338;NW3301;NJIKWA COUNCIL;NJIKWA;MOMO;NORTH-WEST
2339;OU4505;NJIMOM;NJIMOM;NOUN;OUEST
2340;OU1211;NJINGAH;BAFOUSSAM I;MIFI;OUEST
2341;OU1009;NJINGHA;BABADJOU;BAMBOUTOS;OUEST
2342;NW3401;NJINIKUM COUNCIL;NJINIKUM;BOYO;NORTH-WEST
2343;LT3502;NJOMBE;PENJA;MOUNGO;LITTORAL
2344;LT2508;NJOUMBENG III;MANJO;MOUNGO;LITTORAL
2345;SW3507;NJUNYUE;NGUTI;KUPE / MUANENGUBA;SUD-OUEST
2346;OU4813;NKAH FONDENERA;SANTCHOU;MENOUA;OUEST
2347;NW3501;NKAMBE COUNCIL;NKAMBE;DONGA-MANTUNG;NORTH-WEST
2348;SW1314;NKANG-MUAMBONG;BANGEM;KUPE / MUANENGUBA;SUD-OUEST
2349;LT1308;NKAPA;DIBOMBARI;MOUNGO;LITTORAL
2350;NW2603;NKAR;JAKIRI;BUI;NORTH-WEST
2351;CE4926;NKASSOMO;MFOU;MEFOU ET AFAMBA;CENTRE
2352;CE4106;NKENGLIKOCK;MATOMB;NYONG ET KELLE;CENTRE
2353;OUAL68;NKEUTCHEU;BANGOU;HAUTS PLATEAUX;OUEST
2354;CE4916;NKIL ZOK II;MFOU;MEFOU ET AFAMBA;CENTRE
2355;NW3607;NKINKOLINKOR;NONI;BUI;NORTH-WEST
2356;CE4534;NKOABANG;MBANKOMO;MEFOU ET AKONO;CENTRE
2357;CE5811;NKOAKOM;NGOUMOU;MEFOU ET AKONO;CENTRE
2358;CE5209;NKOAMBANG;NANGA-EBOGO;HAUTE SANAGA;CENTRE
2359;CEAL47;NKOAMBANG;ENDOM;NYONG ET MFOUMOU;CENTRE
2360;OU4618;NKOHO;NKONG-NI;MENOUA;OUEST
2361;CE7014;NKOL EBASSINBI;SA'A;LEKIE;CENTRE
2362;CE7010;NKOL ESSONO;SA'A;LEKIE;CENTRE
2363;CE4532;NKOL MEYOS;MBANKOMO;MEFOU ET AKONO;CENTRE
2364;CE7015;NKOL MVODO;SA'A;LEKIE;CENTRE
2365;CEAL10;NKOL NGUET;MFOU;MEFOU ET AFAMBA;CENTRE
2366;CE1203;NKOL NLONG I;AKONO;MEFOU ET AKONO;CENTRE
2367;CE4210;NKOL NYAMA;MBALMAYO;NYONG ET SO'O;CENTRE
2368;CE1207;NKOL-AKONO I;AKONO;MEFOU ET AKONO;CENTRE
2369;CE7011;NKOLANG I;SA'A;LEKIE;CENTRE
2370;CE3308;NKOLASSA;EVOUDOULA;LEKIE;CENTRE
2371;CE7028;NKOLAYOS;SA'A;LEKIE;CENTRE
2372;CE4930;NKOLBA'A;MFOU;MEFOU ET AFAMBA;CENTRE
2373;ESAL59;NKOLBANA I;NGUELEMENDOUGA;HAUT-NYONG;EST
2374;CE4609;NKOLBECK;MENGANG;NYONG ET MFOUMOU;CENTRE
2375;CE6716;NKOLBEGA;OKOLA;LEKIE;CENTRE
2376;CE5610;NKOLBEWA I;NGOMEDZAP;NYONG ET SO'O;CENTRE
2377;CE5611;NKOLBEWA III;NGOMEDZAP;NYONG ET SO'O;CENTRE
2378;CE6106;NKOLBIKOGO;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
2379;CE7802;NKOLBISSON;YAOUNDE VII;MFOUNDI;CENTRE
2380;CE4509;NKOLBIYEN;MBANKOMO;MEFOU ET AKONO;CENTRE
2381;CE7012;NKOLBOGO I;SA'A;LEKIE;CENTRE
2382;CEALF6;NKOLBOGO II;SA'A;LEKIE;CENTRE
2383;CE6717;NKOLDJOBE;OKOLA;LEKIE;CENTRE
2384;CE6718;NKOLEKOTSING;OKOLA;LEKIE;CENTRE
2385;CE5802;NKOLEMOMODO;NGOUMOU;MEFOU ET AKONO;CENTRE
2386;CE1414;NKOLESSONG;AWAE;MEFOU ET AFAMBA;CENTRE
2387;CE6618;NKOL-EWODO;OBALA;LEKIE;CENTRE
2388;CE6719;NKOLFEM;OKOLA;LEKIE;CENTRE
2389;CE6619;NKOLFEP;OBALA;LEKIE;CENTRE
2390;CE7407;NKOLFON;YAOUNDE III;MFOUNDI;CENTRE
2391;CE7110;NKOLFOULOU I;SOA;MEFOU ET AFAMBA;CENTRE
2392;CE1907;NKOLG NEN;BIKOK;MEFOU ET AKONO;CENTRE
2393;CE6720;NKOL-KOS;LOBO;LEKIE;CENTRE
2394;CE5107;NKOLKOSSE;MONATELE;LEKIE;CENTRE
2395;CE3312;NKOLKOUGDA;EVOUDOULA;LEKIE;CENTRE
2396;CE3309;NKOLKOUGDA II;EVOUDOULA;LEKIE;CENTRE
2397;CE7205;NKOLMBONG-NORD;YAOUNDE I;MFOUNDI;CENTRE
2398;CE4918;NKOLMEFOU I;MFOU;MEFOU ET AFAMBA;CENTRE
2399;CE1705;NKOLMEKOK;BATSHENGA;LEKIE;CENTRE
2400;CE6622;NKOLMENDOUGA;OBALA;LEKIE;CENTRE
2401;CE7601;NKOLMESSENG;YAOUNDE V;MFOUNDI;CENTRE
2402;CE5812;NKOLMESSI;NGOUMOU;MEFOU ET AKONO;CENTRE
2403;CEAL24;NKOLMESSONG;ASSAMBA;MEFOU ET AFAMBA;CENTRE
2404;CEALF56;NKOLMETET;NKOLMETET;NYONG ET SO'O;CENTRE
2405;CE4919;NKOLMEVAH;MFOU;MEFOU ET AFAMBA;CENTRE
2406;CE4510;NKOLMEWOUTH;MBANKOMO;MEFOU ET AKONO;CENTRE
2407;CE5612;NKOLMEYANG;NGOMEDZAP;NYONG ET SO'O;CENTRE
2408;CE4532;NKOL-MEYOS-OSSA;NGOUMOU;MEFOU ET AKONO;CENTRE
2409;CEAL28;NKOL-MEYOS-OSSA;MBANKOMO;MEFOU ET AKONO;CENTRE
2410;CE7013;NKOLMVAK;SA'A;LEKIE;CENTRE
2411;CE4917;NKOLNDA I;MFOU;MEFOU ET AFAMBA;CENTRE
2412;CE5108;NKOLNGAL;MONATELE;LEKIE;CENTRE
2413;CE1408;NKOLNGOCK;AWAE;MEFOU ET AFAMBA;CENTRE
2414;CE7026;NKOLNGOK;SA'A;LEKIE;CENTRE
2415;CE4931;NKOLNGOK;MFOU;MEFOU ET AFAMBA;CENTRE
2416;CE6620;NKOLNGUEM I;OBALA;LEKIE;CENTRE
2417;CE4211;NKOLNGUI I;NKOLMETET;NYONG ET SO'O;CENTRE
2418;CE7608;NKOLNKONDI;YAOUNDE V;MFOUNDI;CENTRE
2419;CE4527;NKOL-NTSAMA;MBANKOMO;MEFOU ET AKONO;CENTRE
2420;CE7024;NKOLO;SA'A;LEKIE;CENTRE
2421;CE7508;NKOLO;YAOUNDE IV;MFOUNDI;CENTRE
2422;CE6107;NKOLO II;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
2423;CE6114;NKOLO III;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
2424;CE2911;NKOLOBANG I;ELIG-MFOMO;LEKIE;CENTRE
2425;CE3505;NKOLOBOUDOU I;NYAKOKOMBO;NYONG ET MFOUMOU;CENTRE
2426;CE1509;NKOLOBOUDOU II;AYOS;NYONG ET MFOUMOU;CENTRE
2427;CE5804;NKOLOKEDE;NGOUMOU;MEFOU ET AKONO;CENTRE
2428;CE5109;NKOLONANA;MONATELE;LEKIE;CENTRE
2429;CE7016;NKOLONDOGO;SA'A;LEKIE;CENTRE
2430;CE7206;NKOLONDOM;YAOUNDE I;MFOUNDI;CENTRE
2431;CE2912;NKOLOSSAN;ELIG-MFOMO;LEKIE;CENTRE
2432;CE2705;NKOLOSSANG;EBEBDA;LEKIE;CENTRE
2433;CE4920;NKOLOVENG;MFOU;MEFOU ET AFAMBA;CENTRE
2434;CE6623;NKOLTIMA;OBALA;LEKIE;CENTRE
2435;CEAL48;NKOLTOM;ENDOM;NYONG ET MFOUMOU;CENTRE
2436;CEALF50;NKOLTOM;NYAKOKOMBO;NYONG ET MFOUMOU;CENTRE
2437;CE6624;NKOLTOMO II;OBALA;LEKIE;CENTRE
2438;CE5114;NKOLVE-ETAKA;MONATELE;LEKIE;CENTRE
2439;CE6203;NKOLYA;NKOLMETET;NYONG ET SO'O;CENTRE
2440;CE3806;NKOLYEM;LOBO;LEKIE;CENTRE
2441;CE7017;NKOLZOA I;SA'A;LEKIE;CENTRE
2442;CE7022;NKOLZOMO;SA'A;LEKIE;CENTRE
2443;CE2706;NKOM I;EBEBDA;LEKIE;CENTRE
2444;CE6625;NKOMEFOUFOUM;OBALA;LEKIE;CENTRE
2445;CE6108;NKOMESSEBE;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
2446;CE7111;NKOMETOU I;SOA;MEFOU ET AFAMBA;CENTRE
2447;CE6626;NKOMETOU II;OBALA;LEKIE;CENTRE
2448;CE6627;NKOMETOU III;OBALA;LEKIE;CENTRE
2449;CE3208;NKOMEYO;ESSE;MEFOU ET AFAMBA;CENTRE
2450;CE7509;NKOMO I;YAOUNDE IV;MFOUNDI;CENTRE
2451;CE2612;NKONDONGO;DZENG;NYONG ET SO'O;CENTRE
2452;CE4520;NKONG BINGUELA;MBANKOMO;MEFOU ET AKONO;CENTRE
2453;CE2611;NKONG MEDZAP;DZENG;NYONG ET SO'O;CENTRE
2454;LT4106;NKONGA;POUMA;SANAGA-MARITIME;LITTORAL
2455;CE5803;NKONG-ABOK;NGOUMOU;MEFOU ET AKONO;CENTRE
2456;CE4519;NKONG-BIBEGA;MBANKOMO;MEFOU ET AKONO;CENTRE
2457;LT4005;NKONGHOL;NYANON;SANAGA-MARITIME;LITTORAL
2458;CE2208;NKONG-KENI;BONDJOCK;NYONG ET KELLE;CENTRE
2459;LT4006;NKONGKWALLA;NYANON;SANAGA-MARITIME;LITTORAL
2460;CE5810;NKONGMEYOS I;NGOUMOU;MEFOU ET AKONO;CENTRE
2461;CE5809;NKONGMEYOS III;NGOUMOU;MEFOU ET AKONO;CENTRE
2462;CE1913;NKONG-NDOUGOU II;BIKOK;MEFOU ET AKONO;CENTRE
2463;CE4921;NKONGOA;MFOU;MEFOU ET AFAMBA;CENTRE
2464;CE1204;NKONGTSAM;AKONO;MEFOU ET AKONO;CENTRE
2465;CE5805;NKONGZOCK;NGOUMOU;MEFOU ET AKONO;CENTRE
2466;NW1105;NKON-MEGOM;NGIE;MOMO;NORTH-WEST
2467;CE5505;NKO'O;NGOG MAPOUBI;NYONG ET KELLE;CENTRE
2468;CE1329;NKO'O;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2469;CEAL49;NKO'OVENG;ENDOM;NYONG ET MFOUMOU;CENTRE
2470;NW3601;NKOR COUNCIL;NONI;BUI;NORTH-WEST
2471;CE6303;NKOTENG CHEFFERIE;NKOTENG;HAUTE SANAGA;CENTRE
2472;CE6304;NKOTENG VILLAGE;NKOTENG;HAUTE SANAGA;CENTRE
2473;LT1606;NKOULOLOUN;DOUALA II;WOURI;LITTORAL
2474;CE6111;NKOULOU;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
2475;ES2104;NKOUM;DOUME;HAUT-NYONG;EST
2476;CE2312;NKOUMSE-NORD;BOT MAKAK;NYONG ET KELLE;CENTRE
2477;CE7112;NKOZOA;SOA;MEFOU ET AFAMBA;CENTRE
2478;NW3701;NKUM COUNCIL;NKUM;BUI;NORTH-WEST
2479;NW3705;NKUM-KOV;NKUM;BUI;NORTH-WEST
2480;NW1803;NKWEN IHC(PMI);BAMENDA III;MEZAM;NORTH-WEST
2481;CE1330;NLOBOLE;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2482;LT2509;NLOHE;MANJO;MOUNGO;LITTORAL
2483;CE3706;NLONG;LEMBE-YEZOUM;HAUTE SANAGA;CENTRE
2484;CE5113;NLONGBON I;MONATELE;LEKIE;CENTRE
2485;CE7413;NLONG-MVOLYE;YAOUNDE III;MFOUNDI;CENTRE
2486;CE7019;NLONG-ONAMBELE;SA'A;LEKIE;CENTRE
2487;CE7018;NLONG-ZOK;SA'A;LEKIE;CENTRE
2488;CE3209;NOMAYOS (BEKOUA);ESSE;MEFOU ET AFAMBA;CENTRE
2489;CE4511;NOMAYOS I SUD;MBANKOMO;MEFOU ET AKONO;CENTRE
2490;CE4512;NOMAYOS II;MBANKOMO;MEFOU ET AKONO;CENTRE
2491;CEAL27;NOMAYOS SUD;MBANKOMO;MEFOU ET AKONO;CENTRE
2492;EN4503;NOUBOU;MOUTOURWA;MAYO-KANI;EXTREME-NORD
2493;CE6721;NOUMA;OKOLA;LEKIE;CENTRE
2494;CE1510;NSAN I;AYOS;NYONG ET MFOUMOU;CENTRE
2495;CE7020;NSAN-MENDOUGA;SA'A;LEKIE;CENTRE
2496;CE6403;NSEM I;NSEM;HAUTE SANAGA;CENTRE
2497;CE6207;NSESSOUGOU;NKOLMETET;NYONG ET SO'O;CENTRE
2498;CE4922;NSIMALEN;MFOU;MEFOU ET AFAMBA;CENTRE
2499;CE7409;NSIMEYONG II;YAOUNDE III;MFOUNDI;CENTRE
2500;CE7410;NSIMEYONG III;YAOUNDE III;MFOUNDI;CENTRE
2501;LT2606;NSING MADENG;MASSOCK;SANAGA-MARITIME;LITTORAL
2502;CE1908;NSOH (NKOL-NSHO);BIKOK;MEFOU ET AKONO;CENTRE
2503;LT2510;NSOUNG;MANJO;MOUNGO;LITTORAL
2504;OU3213;NTEINGUE;DSCHANG;MENOUA;OUEST
2505;NW3805;NTONG;NWA;DONGA-MANTUNG;NORTH-WEST
2506;CE1912;NTOUESSONG;BIKOK;MEFOU ET AKONO;CENTRE
2507;CE7510;NTOUESSONG;YAOUNDE IV;MFOUNDI;CENTRE
2508;CE7113;NTOUESSONG IV;SOA;MEFOU ET AFAMBA;CENTRE
2509;CE7114;NTOUESSONG VII;SOA;MEFOU ET AFAMBA;CENTRE
2510;CE2313;NTOULENG;BOT MAKAK;NYONG ET KELLE;CENTRE
2511;LT2304;NTOUMBA;EDEA I;SANAGA-MARITIME;LITTORAL
2512;ES1004;NTOUNG;ABONG-MBANG;HAUT-NYONG;EST
2513;NW3205;NTUMBWW;NDU;DONGA-MANTUNG;NORTH-WEST
2514;CE1331;NVANEMVOGNYENGUE;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
2515;CEAL17;NVOM-NDOUMBA;EDZENDOUAN;MEFOU ET AFAMBA;CENTRE
2516;NW3801;NWA COUNCIL;NWA;DONGA-MANTUNG;NORTH-WEST
2517;NW2306;NWATT;BUM;BOYO;NORTH-WEST
2518;ES1309;NYABI;BATOURI;KADEY;EST
2519;CE5707;NYABIDI;NGORO;MBAM ET KIM;CENTRE
2520;LT3229;NYAHO;NYANON;SANAGA-MARITIME;LITTORAL
2521;LT3230;NYAKELLE;NYANON;SANAGA-MARITIME;LITTORAL
2522;CE4407;NYAMANGA II;MBANGASSINA;MBAM ET KIM;CENTRE
2523;NON;NYAMBAKA CHEFFERIE;NYAMBAKA;VINA;ADAMAOUA
2524;OU2111;NYAMBEU;BANGANGTE;MIFI;OUEST
2525;AD1005;NYAMBOYA;BANKIM;MAYO-BANYO;ADAMAOUA
2526;CE5703;NYAMOKO;NGORO;MBAM ET KIM;CENTRE
2527;CEALF7;NYAMONGO;NGORO;MBAM ET KIM;CENTRE
2528;CE1604;NYAMSON;BAFIA;MBAM ET INOUBOU;CENTRE
2529;LT4208;NYAMTAN;YABASSI;NKAM;LITTORAL
